,inputs,outputs,prediction
761,schedule a meeting at 6 pm on the 5th of this month with boss to go over quarterly report.,"okay, scheduling a meeting with your conference#party to conference#agenda on football_activity#date at lab_appointment#time.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> month with <unk> <eos>
762,what's the weather like in grand rapids,is there a specific day you would like me to check the weather in grand rapids for?,<pad> weather predicted <pad> grand rapids <pad> <pad> the temperature is a know of 30f with a high of <eos>
763,what's the weather like in grand rapids is there a specific day you would like me to check the weather in grand rapids for? i would like to know the weather for friday.,grand rapids on lab_appointment#date will be windy between 60dinner#agenda70f.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a this <unk> <eos>
764,what's the weather like in grand rapids is there a specific day you would like me to check the weather in grand rapids for? i would like to know the weather for friday. grand rapids on lab_appointment#date will be windy between 60dinner#agenda70f. thank you.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a this <unk> <eos>
765,what's the weather like in grand rapids is there a specific day you would like me to check the weather in grand rapids for? i would like to know the weather for friday. grand rapids on lab_appointment#date will be windy between 60dinner#agenda70f. thank you. you are welcome. thanks again!,you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a this <unk> <eos>
766,what is the weather like in new york city,did you want the current weather?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> what would you like to know about the weather in new <unk> <eos>
767,"what is the weather like in new york city did you want the current weather? yes, today's weather report please.","today's weather forecast is foggy, the low temperature of 40f and high of 60f.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you for for <unk> <eos>
768,"what is the weather like in new york city did you want the current weather? yes, today's weather report please. today's weather forecast is foggy, the low temperature of 40f and high of 60f. thank you.",not a problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you for for <unk> <eos>
769,is it raining today,what city would you like weather information about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> today it is only raining in compton and <unk> <eos>
770,is it raining today what city would you like weather information about? i need it for new york.,yes the forecast calls for rain in new york today.,<pad> <pad> <pad> <pad> <pad> <pad> is is is with with low temperature of <unk> and high of <unk> <eos>
771,is it raining today what city would you like weather information about? i need it for new york. yes the forecast calls for rain in new york today. thank you.,no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
772,remind me about my lab appointment,what date is your appointment?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> when lab appointment is <pad> would when when for your lab <unk> <eos>
773,remind me about my lab appointment what date is your appointment? my doctor's appointment is at 7pm on monday the 1st.,a reminder has been set for your doctor's appointment at dinner#time on football_activity#date.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
774,"remind me about my lab appointment what date is your appointment? my doctor's appointment is at 7pm on monday the 1st.  a reminder has been set for your doctor's appointment at dinner#time on football_activity#date. ok, thanks",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
775,"please give me the address and directions to home within 5 miles of here, avoiding all heavy traffic.",i'm sorry the only route home has Pizza_Chicago#traffic_info. it will be a 7 mile drive to conference#timees street,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there 1 <unk> mile mile away at <unk> with with <unk> <eos>
776,"please give me the address and directions to home within 5 miles of here, avoiding all heavy traffic.  i'm sorry the only route home has Pizza_Chicago#traffic_info. it will be a 7 mile drive to conference#timees street ok that will do. thank you.",you're very welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <unk> <eos>
777,is it snowing in redwood city right now?,it is cloudy in redwood city today.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it is not in redwood city right <unk> <eos>
778,is it snowing in redwood city right now? it is cloudy in redwood city today. but it's not snowing?,"no, it is not snowing in redwood city today.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
779,"is it snowing in redwood city right now? it is cloudy in redwood city today. but it's not snowing?  no, it is not snowing in redwood city today. thank you",happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
780,take me to the mall to buy some clothes,would you prefer shopping_center#poi which is Dominos#distance away with Mandarin_Roots#traffic_info or shopping_center#poi which is 1 mile away with a Palo_Alto_Garage_R#traffic_info?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> the is is a away <unk> <unk> you it's to to <unk> <eos>
781,take me to the mall to buy some clothes would you prefer shopping_center#poi which is Dominos#distance away with Mandarin_Roots#traffic_info or shopping_center#poi which is 1 mile away with a Palo_Alto_Garage_R#traffic_info?  i am guessing ravenswood would be faster. let's go there.,setting directions to Ravenswood_Shopping_Center#address now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> i'm <unk> is at <unk> <eos>
782,take me to the mall to buy some clothes would you prefer shopping_center#poi which is Dominos#distance away with Mandarin_Roots#traffic_info or shopping_center#poi which is 1 mile away with a Palo_Alto_Garage_R#traffic_info?  i am guessing ravenswood would be faster. let's go there.  setting directions to Ravenswood_Shopping_Center#address now.  thank you very much car!,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> i'm <unk> is at <unk> <eos>
783,what is the date and time for my yoga activity?,you have two yoga activities scheduled. one on football_activity#date at lab_appointment#time and another on lab_appointment#date at dentist_appointment#time.,you have four yoga activities <unk> one is on <pad> at <unk> another is on at at <unk> another <eos>
784,what is the date and time for my yoga activity? you have two yoga activities scheduled. one on football_activity#date at lab_appointment#time and another on lab_appointment#date at dentist_appointment#time. thank you.,have a great day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> very <unk> <eos>
785,navigate home,there is The_Westin#traffic_info on the 4 mile route home to home#address,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> navigating you <unk> <eos>
786,"navigate home there is The_Westin#traffic_info on the 4 mile route home to home#address okay, thank you",you're welcome; drive carefully.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are are <unk> <eos>
787,"navigate home there is The_Westin#traffic_info on the 4 mile route home to home#address okay, thank you you're welcome; drive carefully.  [end conversation]",anytime,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy help <unk> <eos>
788,i'm in the mood for some tea can you show me directions to the nearest cafe,here are directions to coffee_or_tea_place#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> nearest is cafe away <unk> <unk> would you like to <unk> <eos>
789,i'm in the mood for some tea can you show me directions to the nearest cafe here are directions to coffee_or_tea_place#poi. hope it doesn't have any traffic.,"unfortunately there is Philz#traffic_info but it's just Mandarin_Roots#distance away, you should be able to reach it quickly anyway",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> are <unk> <eos>
790,"i'm in the mood for some tea can you show me directions to the nearest cafe here are directions to coffee_or_tea_place#poi. hope it doesn't have any traffic. unfortunately there is Philz#traffic_info but it's just Mandarin_Roots#distance away, you should be able to reach it quickly anyway what is the address?",Cafe_Venetia#address is the location of coffee_or_tea_place#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> are <unk> <eos>
791,"i'm in the mood for some tea can you show me directions to the nearest cafe here are directions to coffee_or_tea_place#poi. hope it doesn't have any traffic. unfortunately there is Philz#traffic_info but it's just Mandarin_Roots#distance away, you should be able to reach it quickly anyway what is the address? Cafe_Venetia#address is the location of coffee_or_tea_place#poi. thank you very much car!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> are <unk> <eos>
792,remind me about tennis at 10am at the end of march with martha,okay a reminder is set for tennis with lab_appointment#party at dentist_appointment#time. what is the date for the scheduled tennis event?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> the the swimming with at at at at of month at <unk> <eos>
793,remind me about tennis at 10am at the end of march with martha okay a reminder is set for tennis with lab_appointment#party at dentist_appointment#time. what is the date for the scheduled tennis event? just set it for the end of march,ok setting reminder for your tennis with lab_appointment#party at dentist_appointment#time for the last week of march.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a reminder <unk> <eos>
794,remind me about tennis at 10am at the end of march with martha okay a reminder is set for tennis with lab_appointment#party at dentist_appointment#time. what is the date for the scheduled tennis event? just set it for the end of march ok setting reminder for your tennis with lab_appointment#party at dentist_appointment#time for the last week of march. thanks,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a reminder <unk> <eos>
795,please give me the address and directions via the shortest distance to the nearest pizza place.,"the closest is pizza_restaurant#poi, Stanford_Express_Care#distance away at Pizza_Chicago#address. would you like directions there?",<pad> <pad> <pad> <pad> <pad> the at is at away away at at away with you setting directions <unk> <eos>
796,"please give me the address and directions via the shortest distance to the nearest pizza place.  the closest is pizza_restaurant#poi, Stanford_Express_Care#distance away at Pizza_Chicago#address. would you like directions there? yes, please show me the route with the shortest distance, thank you!",here is the shortest route to pizza_restaurant#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> to you're <unk> <eos>
797,"please give me the address and directions via the shortest distance to the nearest pizza place.  the closest is pizza_restaurant#poi, Stanford_Express_Care#distance away at Pizza_Chicago#address. would you like directions there? yes, please show me the route with the shortest distance, thank you! here is the shortest route to pizza_restaurant#poi. thank you car!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> to you're <unk> <eos>
798,give me a location to a local parking lot,there's a parking garage Mandarin_Roots#distance away. would you like the name and address of it?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is is from from is is <unk> route is at <unk> <eos>
