,inputs,outputs,prediction
1738,schedule a conference with the boss for this month on the 5th at 1pm.,"okay, i am scheduling a conference with your boss for the 5th of this month at 1pm.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'is', 'and', '<unk>', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1739,"schedule a conference with the boss for this month on the 5th at 1pm. okay, i am scheduling a conference with your boss for the 5th of this month at 1pm. great, thanks.",no problem!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'heading', 'heading', 'heading', 'to', 'center', 'center', 'center', 'center', '338', '338', '338', '<unk>', '<eos>', '<eos>']"
1740,schedule a tennis activity with martha for friday at 4pm.,"okay, scheduling a tennis activity with martha for friday at 4pm.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'and', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1741,"schedule a tennis activity with martha for friday at 4pm. okay, scheduling a tennis activity with martha for friday at 4pm. thanks.",you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'info', 'a', 'a', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'to', 'to', 'to', 'to', 'to', '<unk>', '<unk>', '<unk>']"
1742,will it be windy in atherton in the next two days?,it will not be windy in atherton in the next few days.,"['<pad>', '<pad>', '<pad>', 'the', 'next', 'will', 'warm', 'warm', 'will', 'will', 'will', 'will', 'be', 'be', 'a', 'a', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'and', 'other', 'other', 'other', 'be', 'cloudy', 'cloudy', 'low', 'low', 'of', 'of', 'high', 'high', 'of', '90f', '<eos>']"
1743,will it be windy in atherton in the next two days? it will not be windy in atherton in the next few days. thanks.,you're welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'in', 'in', 'week', 'will', 'be', 'be', 'be', 'dry', 'dry', 'dry', 'in', '<unk>', '<unk>', '<unk>', 'be', 'be', 'be', 'be', 'be', 'be', 'the', 'the', '<unk>', 'the', 'forecast', 'highs', 'highs', 'temperatures', 'temperatures', '<eos>', '<eos>', '<eos>']"
1744,where is a nearby rest stop?,the travelers lodge is located 4 miles away at 333 arbol dr. would you like directions there?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'are', 'hotel', 'keen', '4', 'miles', 'away', 'the', 'the', 'the', 'the', 'comfort', 'comfort', 'inn', 'away', 'away', 'away', 'moderate', 'moderate', 'traffic', 'which', 'which', 'do', 'you', 'you', 'prefer', '<unk>', '<eos>']"
1745,"where is a nearby rest stop? the travelers lodge is located 4 miles away at 333 arbol dr. would you like directions there?  yes, please give me directions via the fastest route.","ok, i am setting gps for 333 arbol dr.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'at', 'at', 'street', 'street', 'street', 'street', 'street', 'street', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', '<eos>', '<eos>', '<eos>']"
1746,hi car i would like to schedule a reminder for my tennis activity at 5pm on the tenth with jon,"okay, scheduling a reminder for your tennis activity at 5pm on the 10th with jon","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'have', 'two', 'and', 'and', 'and', 'i', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'would', 'would', 'you', 'you', 'to', 'info', 'info', 'info', '<unk>', '<unk>', '<eos>']"
1747,"hi car i would like to schedule a reminder for my tennis activity at 5pm on the tenth with jon okay, scheduling a reminder for your tennis activity at 5pm on the 10th with jon perfect, thank you!",you are welcome,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'not', 'to', 'a', 'a', 'tuesday', 'tuesday', 'tuesday', 'highs', 'to', 'will', 'will', 'be', 'be', 'be', 'friend', '<eos>', '<eos>', '<eos>', '<eos>']"
1748,what is the address of my friend's house?,jacks house is at 864 almanor ln.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'at', 'at', 'at', 'at', 'at', 'at', 'at', 'at', 'at', 'the', 'the', 'the', 'the', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'want', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1749,what is the address of my friend's house? jacks house is at 864 almanor ln. get me the address to my friends house nearest my current location.,taking you to jack's house.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'located', 'located', 'located', 'at', 'at', 'at', 'at', 'at', 'is', 'is', 'is', 'at']"
1750,"i need to find out some info for my optometrist appointment, the date and time please.","okay, which one? i have one for the 12th at 9am, and one for the 4th at 5pm.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', 'is', 'is', 'is', 'to', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', 'you', 'to', 'to', 'to', 'to', 'to', 'the', '<unk>', '<eos>', '<eos>']"
1751,"i need to find out some info for my optometrist appointment, the date and time please.  okay, which one? i have one for the 12th at 9am, and one for the 4th at 5pm. that will do, thanks.",you're welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'to', 'home', 'home', 'home', 'rest', 'rest', 'rest', 'rest', 'rest', 'will', 'weekend', 'weekend', 'friend', 'friend', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1752,get me directions to the mall,there are the ravenswood shopping center and the stanford shopping center both 3 miles away: do you want me to flip a coin between them or will you pick where to go?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'sorry', 'do', 'i', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'coffee', 'coffee', 'coffee', 'coffee', 'is', 'is', 'learning', 'learning', 'el', '<unk>', '<unk>', '<eos>', '<eos>']"
1753,is there a grocery store within 3 miles of me?,trader joes is 2 miles away at 408 university ave there is currently heavy traffic on the route,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'is', 'is', 'the', 'the', 'the', 'the', '<unk>', '<unk>', 'one', 'one', 'one', 'one', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'with', 'with', '<unk>', '<unk>', '<eos>', '<eos>']"
1754,"is there a grocery store within 3 miles of me? trader joes is 2 miles away at 408 university ave there is currently heavy traffic on the route ok, please give me directions via the route with least traffic.","setting navigation now. there is heavy traffic on the way, so drive carefully.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', '5', 'miles', 'miles', 'miles', 'miles', 'miles', 'miles', 'miles', 'away', 'heavy', 'traffic', 'traffic', 'traffic', 'traffic', 'traffic', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1755,find out if it's supposed to rain,what city are you wanting to know if it's going to rain?,"['<pad>', '<pad>', '<pad>', 'there', 'are', 'are', 'are', 'miles', 'miles', 'miles', 'are', 'are', 'miles', 'miles', 'away', 'away', 'away', 'there', 'traffic', 'traffic', 'traffic', 'traffic', 'traffic', 'traffic', 'the', 'the', 'the', 'moderate', 'moderate', 'moderate', 'moderate', 'traffic', 'traffic', 'traffic', 'on', 'route', '6', '<unk>', '<eos>', '<eos>']"
1756,find out if it's supposed to rain what city are you wanting to know if it's going to rain? redwood city.,it will rain on wednesday in redwood city.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'your', 'your', 'your', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'the', 'the', '<unk>', '<eos>']"
1757,find out if it's supposed to rain what city are you wanting to know if it's going to rain? redwood city. it will rain on wednesday in redwood city. thank you.,"no problem, so long.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'do', 'do', 'do', 'on', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<eos>', '<eos>']"
1758,show me the nearby hospital,stanford express care is nearby.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'express', 'care', 'hospital', 'hospital', '3', 'miles', 'away', '<unk>', 'is', 'currently', 'currently', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'address', 'address', 'is', 'is', 'hospital', 'hospital', '214', 'el', 'camino', 'real', '<eos>']"
1759,show me the nearby hospital stanford express care is nearby. does stanford express care have heavy traffic nearby?,does stanford express care have heavy traffic nearby?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '2', '2', '2', 'at', 'at', 'at', 'collision', '<unk>', '<unk>', '<unk>', '<unk>', 'on', 'on', 'on', 'route', 'route', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'will', 'the', 'the', 'the', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1760,show me the nearby hospital stanford express care is nearby. does stanford express care have heavy traffic nearby? does stanford express care have heavy traffic nearby? does stanford express care have heavy traffic nearby?,the route to stanford express care does have heavy traffic.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'located', 'located', 'located', 'at', 'at', 'at', 'street', 'street', 'street', 'street', 'street', 'is', 'is', 'is', 'ave', 'ave', 'ave', 'ave', 'ave', '<eos>', '<eos>', '<eos>']"
1761,i need a coffee shop within 4 miles.,cafe venetia is 2 miles away at 269 alger dr,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', 'you', '<unk>', 'is', 'is', 'away', 'away', 'away', 'away', '<unk>', '<unk>', '<unk>', 'you', 'you', 'to', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1762,i need a coffee shop within 4 miles.  cafe venetia is 2 miles away at 269 alger dr is there a quickest route to reach it?,"setting navigation now for the quickest route. there is a road block nearby, so drive carefully.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'away', 'away', '<unk>', '<unk>', '<unk>', '<unk>', 'moderate', 'moderate', 'moderate', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'the', 'the', 'the', '<unk>', '<unk>', '<eos>']"
1763,find me a hotel that is near my location.,the westin is 6 miles away.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', 'is', 'is', 'at', 'at', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', 'last', 'last', 'last', 'last', 'last', '<unk>', '<unk>', '<unk>', '<unk>', 'one', 'you', 'the', 'the', '<eos>', '<eos>']"
1764,find me a hotel that is near my location. the westin is 6 miles away. please pick a quick route to go there,navigating to the westin.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'at', 'at', '<unk>', 'street', '<unk>', '<unk>', '<unk>', 'is', 'is', 'is', 'is', 'moderate', '<unk>', '<unk>', '<unk>', 'you', 'to', 'to', 'to', 'the', 'the', '<unk>', '<unk>', '<eos>', '<eos>']"
1765,find me a hotel that is near my location. the westin is 6 miles away. please pick a quick route to go there navigating to the westin. thanks!  what is the address?,the address is 329 el camino real,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'at', 'at', 'street', 'street', 'street', 'street', 'street', 'is', 'is', 'is', 'is', 'is', '<unk>', '<eos>', '<eos>', '<eos>']"
1766,where can i buy groceries?,there is a safeway 4 miles away.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1767,where can i buy groceries? there is a safeway 4 miles away. what is the address?,safeway is located at 452 arcadia pl. with a road block nearby.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'street', 'street', 'a', 'a', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'is', 'sigona', 'sigona', 'farmers', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>']"
1768,what is the date and time of my next meeting,your next meeting is monday at 3 pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'you', 'have', 'two', 'scheduled', 'scheduled', 'scheduled', '<unk>', 'one', 'on', '4th', '4th', '4th', 'at', 'at', 'at', 'on', 'on', 'on', 'on', 'on', 'and', 'on', 'the', 'the', 'the', 'at', 'at', 'at', '<unk>', '<unk>']"
1769,what's the temperature going to be this week,what city are you wanting to know the temperature for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'it', 'it', 'it', 'it', 'it', 'will', 'be', '<unk>', '<unk>', '<unk>', '<unk>', 'it', 'it', 'it', 'it', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'friday', 'friday', 'friday', '<unk>', 'and', 'and', 'and', 'and', 'and', '<unk>', '<eos>', '<eos>', '<eos>']"
1770,what's the temperature going to be this week what city are you wanting to know the temperature for? fresno,"the lowest temperature in fresno this week is predicted to be 60f, the highest, 100f","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'meeting', 'conference', '<unk>', '<unk>', '<unk>', '<unk>', 'at', 'at', 'at', 'at', 'at', 'at', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', 'the', '<unk>', '<eos>', '<eos>']"
1771,"what's the temperature going to be this week what city are you wanting to know the temperature for? fresno the lowest temperature in fresno this week is predicted to be 60f, the highest, 100f thanks.",no problem.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'to', 'to', 'a', 'a', 'a', 'a', 'at', 'at', 'wednesday', '<unk>', 'that', 'that', 'that', '<eos>', '<eos>', '<eos>']"
1772,what is the weather going to be like today and tomorrow,which city are you wanting to know the weather for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', '<unk>', 'forecast', 'forecast', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'at', 'at', 'at', 'at', 'at', 'at', 'at', 'and', 'with', 'with', '<unk>', '<unk>', 'the', 'the', 'the', 'with', 'with', '<unk>', '<eos>', '<eos>']"
1773,"what is the weather going to be like today and tomorrow which city are you wanting to know the weather for? seatlle, will it be windy?",it will be windy tomorrow in seattle.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'in', 'in', 'in', 'in', 'your', 'your', 'your', 'your', 'your', 'your', 'your', '<eos>', '<eos>']"
1774,"what is the weather going to be like today and tomorrow which city are you wanting to know the weather for? seatlle, will it be windy? it will be windy tomorrow in seattle. thank you.",you are welcome!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'not', 'not', 'to', 'not', 'not', '60f', '60f', 'does', 'state', 'state', '60f', '60f', '60f', '60f', 'be', 'be', 'high', '70f', '<eos>', '<eos>', '<eos>', '<eos>']"
1775,get me directions to the nearest starbucks,i am unable to locate starbucks. there is a coffee or tea place called coupa mile away.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'at', 'away', 'away', 'away', '<unk>', '<unk>', '<unk>', 'a', 'a', 'a', 'more', 'more', '<unk>', '<unk>', '<eos>', '<eos>']"
1776,is it gonna be dry in redwood city in next few days?,what day would you like the forcast for?,"['<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'will', 'will', 'will', 'be', 'a', 'a', 'a', 'a', 'a', 'of', 'of', 'of', '20f', '20f', '20f', '20f', 'a', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'a', 'a', 'a', 'a', 'a', 'a', '20f', '<unk>', '<eos>']"
1777,is it gonna be dry in redwood city in next few days? what day would you like the forcast for? the next few days please,it will not be dry in redwood city next week.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'it', 'will', 'be', 'be', 'on', 'on', 'on', 'on', 'on', 'tuesday', 'tuesday', 'on', 'on', 'wednesday', 'wednesday', 'on', 'on', 'on', 'blizzard', 'blizzard', 'friday', '<unk>', '<unk>', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>']"
