,inputs,outputs,prediction
689,"directions to nearest barista the nearer cafe is coffee_or_tea_place#poi, it's Mandarin_Roots#distance away and there is a Peets_Coffee#traffic_info is there another coffee shop that situated on a route with no traffic? i'm afraid that coffee_or_tea_place#poi is the best option in this moment. i sent on your screen the directions to reach there tmeeting#partyough another route ok thank you.",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 269 alger <unk> <eos>
690,schedule an appointment for yoga,okay scheduling an appointment for yoga.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what date and time do you wish to schedule for <unk> <eos>
691,when is the next cloudy day,what city are you asking about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city are you asking <unk> <eos>
692,"when is the next cloudy day what city are you asking about? manhattan, please. will it be cloudy on monday?","football_activity#date will be foggy, with low's of 30f and high's of 40f. similar heh.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you no welcome <eos>
693,"when is the next cloudy day what city are you asking about? manhattan, please. will it be cloudy on monday? football_activity#date will be foggy, with low's of 30f and high's of 40f. similar heh.  thank you.",no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you no welcome <eos>
694,what's the weather forecast for tomorrow,what city are you asking about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city are can i to you the weather <unk> <eos>
695,what's the weather forecast for tomorrow what city are you asking about? will it be hot in atherton tomorrow?,"dentist_appointment#partyorrow will not be hot in atherton, it will be mountain_view#meeting#date",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> be <pad> in <pad> a problem <eos>
696,"what's the weather forecast for tomorrow what city are you asking about? will it be hot in atherton tomorrow? dentist_appointment#partyorrow will not be hot in atherton, it will be mountain_view#meeting#date thank you!",no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> be <pad> in <pad> a problem <eos>
697,are there clear skies in the forecast today,what location would you like the weather information for?,<pad> <pad> <pad> <pad> <pad> what city would you like to find out if there are clear skies <unk> <eos>
698,are there clear skies in the forecast today what location would you like the weather information for? i would like to know about san jose.,"today in san jose there will be an overcast, co clear skies.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <pad> <pad> <pad> <pad> and <unk> <eos>
699,"are there clear skies in the forecast today what location would you like the weather information for? i would like to know about san jose. today in san jose there will be an overcast, co clear skies. thanks.",no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <pad> <pad> <pad> <pad> and <unk> <eos>
700,closest coffee,"the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location?",<pad> <pad> <pad> <pad> <pad> coffee <pad> coffee <pad> serve coffee which away away away you like know away <eos>
701,"closest coffee the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location? is there any available?",coffee_or_tea_place#poi at Starbucks#address is Palo_Alto_Medical_Foundation#distance away with Mandarin_Roots#traffic_info,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
702,"closest coffee the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location? is there any available? coffee_or_tea_place#poi at Starbucks#address is Palo_Alto_Medical_Foundation#distance away with Mandarin_Roots#traffic_info please direct me there via the shortest distance.",sending you direction now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
703,"closest coffee the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location? is there any available? coffee_or_tea_place#poi at Starbucks#address is Palo_Alto_Medical_Foundation#distance away with Mandarin_Roots#traffic_info please direct me there via the shortest distance.  sending you direction now. thank you car!",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
704,is it going to be windy in san francisco tomorrow?,"it will be warm in san francisco dentist_appointment#partyorrow, it should not be windy",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it will not be in san francisco this week <eos>
705,"is it going to be windy in san francisco tomorrow? it will be warm in san francisco dentist_appointment#partyorrow, it should not be windy thank you car!",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome <eos>
706,please let me know the weather forecast for tomorrow,what city are you interested in the forecast for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> for where would what like to hear the tomorrow's <unk> <eos>
707,please let me know the weather forecast for tomorrow what city are you interested in the forecast for? los angeles.,"it will snow in los angeles dentist_appointment#partyorrow, with a low of 70f and a high of 90f.",<pad> <pad> <pad> <pad> snow <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> snow snow <pad> <pad> you're <unk> <eos>
708,"please let me know the weather forecast for tomorrow what city are you interested in the forecast for? los angeles. it will snow in los angeles dentist_appointment#partyorrow, with a low of 70f and a high of 90f. thank you.",no problem.,<pad> <pad> <pad> <pad> snow <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> snow snow <pad> <pad> you're <unk> <eos>
709,please give me information about my conference.,you have a conference on lab_appointment#date at football_activity#time with meeting#party,<pad> <pad> your conference on on at 7pm with hr in conference room 50 to the the room room <eos>
710,please give me information about my conference.  you have a conference on lab_appointment#date at football_activity#time with meeting#party thanks,happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no problem <eos>
711,what time is my meeting tomorrow and what is the agenda,your meeting is scheduled for doctor_appointment#time dentist_appointment#partyorrow. the agenda is to meeting#agenda.,<pad> <pad> your <pad> your your is <unk> is <unk> is at pm you like to on the <unk> <eos>
712,what time is my meeting tomorrow and what is the agenda your meeting is scheduled for doctor_appointment#time dentist_appointment#partyorrow. the agenda is to meeting#agenda.  thanks,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you at welcome <eos>
713,what time is my meeting tomorrow and what is the agenda your meeting is scheduled for doctor_appointment#time dentist_appointment#partyorrow. the agenda is to meeting#agenda.  thanks you are welcome. thanks again.,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you at welcome <eos>
714,schedule a lab appointment at 6 pm on august 3. alex is coming along,reminder set for lab appointment at 6 pm on august 3 with football_activity#party.,<pad> <pad> <pad> <pad> <pad> i scheduling a lab appointment appointment would you like me to 14th at <unk> <eos>
715,is there snow in the forecast for the week,what city can i give you this weather information for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city do you want the forecast <unk> <eos>
716,is there snow in the forecast for the week what city can i give you this weather information for? i need it for san jose.,snow is predicted to fall in san jose on football_activity#date this week.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> snow <pad> <pad> <pad> on <unk> <eos>
717,is there snow in the forecast for the week what city can i give you this weather information for? i need it for san jose. snow is predicted to fall in san jose on football_activity#date this week. thanks.,you are very welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> snow <pad> <pad> <pad> on <unk> <eos>
718,can you tell me the next day that i have an appointment with the eye doctor,your next appointment with your oplab_appointment#partyetrist is doctor_appointment#date at lab_appointment#time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> scheduling scheduling <pad> i doctor glad i should appointment the 12th <eos>
719,when's the football activity and who's attending?,"you have four football activities scheduled, one on football_activity#date at lab_appointment#time with football_activity#party, one on lab_appointment#date at doctor_appointment#time with football_activity#party, one on conference#date at football_activity#time with taking_medicine#party, and one on dentist_appointment#date at opfootball_activity#partyetrist_appointment#time with doctor_appointment#party.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> football activity on information activity activity on the at 11 am <eos>
720,"when's the football activity and who's attending? you have four football activities scheduled, one on football_activity#date at lab_appointment#time with football_activity#party, one on lab_appointment#date at doctor_appointment#time with football_activity#party, one on conference#date at football_activity#time with taking_medicine#party, and one on dentist_appointment#date at opfootball_activity#partyetrist_appointment#time with doctor_appointment#party. thanks.",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome <eos>
721,"set a reminder for a football activity at 10 am, on friday, with tom.","okay, scheduling a football activity with dentist_appointment#party for lab_appointment#date at dentist_appointment#time.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> setting scheduling a football activity with at 4 the at 1pm am <eos>
722,"set a reminder for a football activity at 10 am, on friday, with tom.  okay, scheduling a football activity with dentist_appointment#party for lab_appointment#date at dentist_appointment#time. thanks for your help.",happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome <eos>
723,please give the directions to a nearby hospital.,the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> away stanford stanford away away away traffic would you have directions <unk> <eos>
724,please give the directions to a nearby hospital.  the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.  and how is the traffic?,there is currently a Dish_Parking#traffic_info on the 5 mile route to hospital#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
725,please give the directions to a nearby hospital.  the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.  and how is the traffic? there is currently a Dish_Parking#traffic_info on the 5 mile route to hospital#poi. could you give me the address and directions via a quick route?,the only route to stanford is reporting a road block but i am finding you the quickest route to Stanford_Express_Care#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
726,please give the directions to a nearby hospital.  the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.  and how is the traffic? there is currently a Dish_Parking#traffic_info on the 5 mile route to hospital#poi. could you give me the address and directions via a quick route? the only route to stanford is reporting a road block but i am finding you the quickest route to Stanford_Express_Care#address.  okay thank you,"you're welcome; drive safely, and take care.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> drive <unk> <eos>
727,set reminder for doctor's appointment for the tenth,"okay setting reminder for doctor's appointment on the tenth, would you like me to include a time?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what time is <unk> <eos>
